"if_you_experience_symptoms_of_warning_signs,_which_specialist_would_you_consult?",do_you_know_what_is_a_brain_stroke?,how_soon_would_you_consult_a_specialist_after_experiencing_the_first_symptom?,"do_you_think_sudden_confusion_,trouble_speaking_or_understanding_speech_is_a_stroke_symptom?","do_you_think_sudden_numbness_or_weakness_of_face,_arm_or_leg_is_a_symptom_of_stroke?",do_you_think_sudden_nosebleed_is_a_stroke_of_symptom?,do_you_think_trouble_seeing_in_one_or_both_the_eyes_is_a_stroke_symptom?,age,gender,educational_level,salary,first_contact_after_experiencing_symptom,how_soon_treatment_should_be_taken_after_noticing_symptoms,where_to_go_after_experiencing_symptoms_of_brain_stroke,stroke_symptoms,risk_factors,what_advice_would_you_give_for_someone_experiencing_stroke_symptoms,score_specialist,score_know_stroke,score_action_first_symptom,score_confusion,score_numbness,score_nosebleed,score_vision,score_first_contact,score_urgency,score_location,score_symptoms,score_risk,score_advice,total_raw_score,awareness_score
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",call_emergency_services,0,1,2,1,1,0,1,4,2,3,3,2,3,89,7.67
Physician,No,Other,no,maybe,maybe,maybe,26-40,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Physician,No,Within a day,yes,yes,maybe,yes,15-25,Female,high school,not_specified,emergency_services,immediately,Unknown /No Response,no_response,Unaware,ensure_rest_and_safety,0,0,0,1,1,1,1,4,2,0,0,0,0,44,3.79
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,emergency_services,"dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",other,0,1,0,1,1,0,1,4,2,4,0,2,0,73,6.29
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",family/friend,after_few_days_(2-3days_or_week),doctor_or_specialist,speech_or_confusion,"diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",seek_medical_help,0,1,0,1,1,0,1,0,0,0,1,2,0,26,2.24
Physician,No,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,0,0,0,1,1,0,1,0,0,0,3,2,0,27,2.33
"ENT (Ear, Nose, and Throat specialist)",Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",avoid_food_or_drink_sleep,2,1,2,1,1,0,1,4,2,3,3,2,0,89,7.67
Physician,No,Immediately,no,maybe,maybe,maybe,41-60,Female,high school,not_specified,doctor,immediately,doctor_or_specialist,no_response,other,other,0,0,2,0,0,1,0,0,2,0,0,0,0,18,1.55
Physician,No,Immediately,maybe,maybe,maybe,maybe,26-40,Female,graduate,"4,00,001 - 6,00,000",emergency_services,immediately,doctor_or_specialist,no_response,Unaware,unaware,0,0,2,0,0,1,0,4,2,0,0,0,0,38,3.28
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",doctor,after_few_days_(2-3days_or_week),doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",unaware,0,1,0,1,1,0,1,0,0,0,3,2,0,32,2.76
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,not_specified,emergency_services,immediately,doctor_or_specialist,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",avoid_food_or_drink_sleep,0,1,2,1,1,0,1,4,2,0,3,2,0,68,5.86
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Male,high school,not_specified,family/friend,after_few_days_(2-3days_or_week),other,"speech_or_confusion,paralysis_or_weakness,vision_problems,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",keep_the_person_calm,0,1,0,1,1,0,1,0,0,0,3,2,0,32,2.76
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,graduate,"2,00,001 - 4,00,000",emergency_services,immediately,doctor_or_specialist,"paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,2,1,1,0,1,4,2,0,2,2,0,65,5.6
Neurologist,No,Within a day,maybe,maybe,maybe,maybe,15-25,Male,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,1,0,0,0,0,0,0,0,14,1.21
"ENT (Ear, Nose, and Throat specialist)",No,Within a day,maybe,maybe,maybe,maybe,26-40,Female,high school,"4,00,001 - 6,00,000",doctor,immediately,doctor_or_specialist,no_response,Unaware,no_response,2,0,0,0,0,1,0,0,2,0,0,0,0,18,1.55
Physician,No,Within a week,no,no,no,no,15-25,Male,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34
"ENT (Ear, Nose, and Throat specialist)",No,Within a day,maybe,maybe,maybe,maybe,26-40,Female,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,2,0,0,0,0,1,0,0,0,0,0,0,0,8,0.69
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",doctor,no_response,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",avoid_food_or_drink_sleep,0,1,2,1,1,0,1,0,0,0,3,2,0,38,3.28
Physician,Yes,Immediately,yes,yes,yes,yes,60+,Male,high school,not_specified,emergency_services,no_response,for_ct_scan_or_diagnostic,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",call_emergency_services,0,1,2,1,1,0,1,4,0,0,3,2,3,64,5.52
Physician,No,Within a day,maybe,maybe,maybe,maybe,60+,Female,high school,not_specified,doctor,immediately,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,2,3,0,0,0,27,2.33
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,for_ct_scan_or_diagnostic,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender",seek_medical_help,0,1,2,1,1,0,1,4,2,0,3,2,0,68,5.86
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,high school,not_specified,emergency_services,no_response,other,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",other,0,1,2,1,1,0,1,4,0,0,3,2,0,58,5.0
Orthopedic,No,Within a week,no,no,no,no,41-60,Male,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34
Neurologist,Yes,Immediately,yes,yes,yes,yes,15-25,Female,high school,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,2,1,1,0,1,4,2,3,3,2,0,95,8.19
Orthopedic,No,I would not consult a specialist,maybe,no,no,no,15-25,Male,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34
Physician,No,Within a day,yes,yes,yes,yes,60+,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,0,0,1,1,0,1,4,2,3,3,2,0,72,6.21
Neurologist,Yes,Within a day,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",keep_the_person_calm,4,1,0,1,1,0,1,4,2,3,3,2,0,89,7.67
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,4,2,3,3,1,0,74,6.38
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Female,undergraduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,4,2,3,3,2,0,77,6.64
"ENT (Ear, Nose, and Throat specialist)",Yes,Within a day,yes,yes,yes,yes,41-60,Female,undergraduate,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,2,1,0,1,1,0,1,0,2,3,3,2,0,63,5.43
Orthopedic,No,Immediately,yes,yes,yes,yes,26-40,Male,high school,"2,00,001 - 4,00,000",emergency_services,after_checkup _or_medical_tests,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache",age_or_family_history_of_stroke_gender,keep_the_person_calm,0,0,2,1,1,0,1,4,0,3,3,0,0,62,5.34
Orthopedic,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",keep_the_person_calm,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Male,high school,"4,00,001 - 6,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,0,1,2,1,1,0,1,4,2,3,3,2,3,89,7.67
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Female,high school,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,0,1,1,0,1,4,2,3,3,2,0,77,6.64
Neurologist,Yes,Immediately,yes,yes,yes,yes,15-25,Female,undergraduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,2,1,1,0,1,4,2,3,3,2,0,95,8.19
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,not_specified,hospital,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,2,1,1,0,1,3,2,3,3,2,0,78,6.72
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16
Physician,Yes,Within a day,yes,yes,yes,yes,60+,Male,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Male,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91
Physician,No,Within a week,maybe,no,maybe,maybe,26-40,Male,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,unaware,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Physician,No,Within a week,maybe,no,maybe,no,41-60,Female,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Physician,No,Immediately,yes,yes,yes,yes,15-25,Male,high school,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,0,0,2,1,1,0,1,0,2,3,3,2,3,64,5.52
Physician,No,Immediately,maybe,maybe,no,maybe,41-60,Male,undergraduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,2,0,0,2,0,0,0,0,0,0,0,10,0.86
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,undergraduate,not_specified,emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",keep_the_person_calm,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16
Orthopedic,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",emergency_services,immediately,other,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",no_response,0,1,0,1,1,0,1,4,2,0,2,2,0,59,5.09
"ENT (Ear, Nose, and Throat specialist)",No,Within a month,maybe,maybe,maybe,maybe,60+,Male,undergraduate,not_specified,doctor,unaware,hospital_or_medical_centre,no_response,Unaware,no_response,2,0,0,0,0,1,0,0,0,3,0,0,0,23,1.98
Neurologist,No,Within a month,no,no,no,no,41-60,Male,graduate,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,2,0,0,0,0,0,0,0,16,1.38
Neurologist,No,Within a week,maybe,maybe,maybe,maybe,26-40,Female,graduate,"2,00,001 - 4,00,000",hospital,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,1,0,3,0,0,0,0,0,29,2.5
Physician,No,Within a day,no,no,no,no,41-60,Male,other,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Male,undergraduate,"2,00,001 - 4,00,000",doctor,after_checkup _or_medical_tests,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,4,1,2,1,1,0,1,0,0,3,3,2,0,65,5.6
Neurologist,No,Within a week,no,no,maybe,no,41-60,Male,high school,"2,00,001 - 4,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,4,0,0,0,0,1,0,0,0,0,0,0,0,14,1.21
Orthopedic,No,Within a week,maybe,maybe,no,maybe,41-60,Male,graduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34
Physician,Yes,Immediately,yes,yes,yes,yes,15-25,Female,graduate,"4,00,001 - 6,00,000",emergency_services,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,2,1,1,0,1,4,2,3,3,2,0,83,7.16
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Female,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",other,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,0,1,1,0,1,0,2,3,2,2,0,54,4.66
Neurologist,Yes,Within a day,yes,yes,yes,yes,41-60,Female,graduate,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,4,1,0,1,1,0,1,0,2,3,3,2,0,69,5.95
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Female,graduate,"2,00,001 - 4,00,000",emergency_services,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,4,0,0,0,0,0,22,1.9
Physician,Yes,Immediately,yes,yes,yes,yes,26-40,Female,graduate,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness,headache","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",no_response,0,1,2,1,1,0,1,0,2,3,3,2,0,63,5.43
Neurologist,Yes,Immediately,yes,yes,yes,yes,41-60,Female,graduate,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",call_emergency_services,4,1,2,1,1,0,1,0,2,3,3,2,3,81,6.98
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Male,graduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Physician,No,Within a week,maybe,no,no,no,26-40,Male,graduate,"2,00,001 - 4,00,000",hospital,unaware,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,0,0,2,0,3,0,3,0,0,0,34,2.93
Physician,Yes,Within a day,yes,yes,yes,yes,15-25,Male,high school,not_specified,doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",keep_the_person_calm,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91
Physician,Yes,Immediately,yes,yes,yes,yes,41-60,Female,high school,not_specified,doctor,after_checkup _or_medical_tests,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs, age_or_family_history_of_stroke_gender, Unaware",no_response,0,1,2,1,1,0,1,0,0,3,3,2,0,53,4.57
Physician,Yes,Within a day,yes,yes,yes,yes,26-40,Female,high school,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","blood_pressure_or_heart_problem, diabetes_or_obesity, smoking_or_alcohol_or_drugs",other,0,1,0,1,1,0,1,0,2,3,3,2,0,57,4.91
Orthopedic,No,Within a week,no,no,no,no,15-25,Male,graduate,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34
Physician,No,Within a week,maybe,maybe,maybe,maybe,26-40,Female,high school,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Physician,No,Within a day,maybe,maybe,maybe,maybe,15-25,Male,high school,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.17
Physician,No,Within a week,maybe,maybe,maybe,maybe,15-25,Male,high school,not_specified,family/friend,after_few_days_(2-3days_or_week),hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,3,0,0,0,17,1.47
Physician,No,Within a week,maybe,no,no,no,26-40,Female,high school,"2,00,001 - 4,00,000",hospital,unaware,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,0,0,2,0,3,0,3,0,0,0,34,2.93
Physician,No,Within a day,no,no,no,no,26-40,Female,high school,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34
Physician,No,Within a week,no,no,no,no,41-60,Female,other,not_specified,no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34
Physician,No,Within a week,maybe,maybe,maybe,maybe,60+,Female,high school,not_specified,family/friend,after_few_days_(2-3days_or_week),hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,3,0,0,0,17,1.47
Physician,No,Within a day,maybe,maybe,maybe,maybe,15-25,Male,high school,not_specified,family/friend,after_checkup _or_medical_tests,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,3,0,0,0,17,1.47
Physician,Yes,Within a day,yes,yes,yes,yes,41-60,Male,high school,"2,00,001 - 4,00,000",doctor,immediately,hospital_or_medical_centre,"speech_or_confusion,paralysis_or_weakness,vision_problems,dizziness","diabetes_or_obesity, smoking_or_alcohol_or_drugs, Unaware",call_emergency_services,0,1,0,1,1,0,1,0,2,3,3,2,3,63,5.43
Physician,No,Within a week,maybe,no,no,no,41-60,Male,high school,"4,00,001 - 6,00,000",no_response,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0.34
Physician,No,Within a week,maybe,maybe,maybe,maybe,41-60,Male,high school,"4,00,001 - 6,00,000",hospital,no_response,Unknown /No Response,no_response,Unaware,no_response,0,0,0,0,0,1,0,3,0,0,0,0,0,17,1.47
Physician,No,Within a day,maybe,maybe,maybe,maybe,60+,Female,high school,not_specified,family/friend,after_checkup _or_medical_tests,hospital_or_medical_centre,no_response,Unaware,no_response,0,0,0,0,0,1,0,0,0,3,0,0,0,17,1.47
